category,stock_code,abc_class,monthly_velocity,pick_frequency,total_sales,slotting_score,rank_in_category
Others,22219,A,448.1818181818181,524,4588.10009074211,448.1818181818181,110
Others,37503,A,273.8888888888888,522,25428.3297939301,273.8888888888888,111
Others,22029,A,757.6363636363636,522,3455.51996845007,757.6363636363636,111
Others,22297,A,757.9090909090909,519,10727.0099437237,757.9090909090909,113
Others,20971,A,824.9090909090909,519,10982.5197687149,824.9090909090909,113
Others,21868,A,560.1818181818181,512,7312.47994041443,560.1818181818181,115
Others,22147,A,497.0000000000000,511,7624.81015372276,497.0000000000000,116
Others,21217,A,143.8181818181818,509,15709.9396982193,143.8181818181818,117
Others,21174,A,450.7272727272727,509,9044.42010045052,450.7272727272727,117
Others,22328,A,532.1000000000000,507,14854.7099692822,532.1000000000000,119
Others,22367,A,351.0000000000000,501,6692.93009209633,351.0000000000000,120
Others,21936,A,335.5454545454545,500,10714.850007534,335.5454545454545,121
Others,22551,A,717.2500000000000,499,9397.54997885227,717.2500000000000,122
Others,85232B,A,236.9090909090909,497,13209.1996679306,236.9090909090909,123
Others,82483,A,194.6363636363636,497,11907.9196062088,194.6363636363636,123
Others,21955,A,239.7272727272727,496,15743.899728775,239.7272727272727,125
Others,22417,A,1148.2000000000000,496,5824.00002551079,1148.2000000000000,125
Others,84406B,A,410.4545454545454,495,13613.4299993515,410.4545454545454,127
Others,21622,A,291.0000000000000,493,17335.7194818258,291.0000000000000,128
Others,85014B,A,364.4545454545454,491,18417.3795871735,364.4545454545454,129
Others,22385,A,743.4000000000000,489,13561.3000619411,743.4000000000000,130
Others,21976,A,765.9090909090909,488,4408.24002426863,765.9090909090909,131
Others,21156,A,427.8181818181818,488,8661.63007879257,427.8181818181818,131
Others,22556,A,706.0000000000000,486,9080.41997659206,706.0000000000000,133
Others,21035,A,256.3636363636363,485,8503.60004878044,256.3636363636363,134
Others,84378,A,429.1818181818181,481,6103.13996529579,429.1818181818181,135
Others,15056BL,A,565.0000000000000,477,29048.7392034531,565.0000000000000,136
Others,22087,A,347.4545454545454,474,11913.5599822998,347.4545454545454,137
Others,21531,A,202.9090909090909,473,5693.23986363411,202.9090909090909,138
Others,22294,A,862.9090909090909,473,11754.7798745632,862.9090909090909,138
Others,21238,A,479.7272727272727,472,4443.01012516022,479.7272727272727,140
Others,82581,A,395.2727272727272,471,2391.95003503561,395.2727272727272,141
Others,82583,A,433.4545454545454,471,9337.10990428925,433.4545454545454,141
Others,20712,A,664.0909090909090,470,13926.6900837421,664.0909090909090,143
Others,20754,A,303.9090909090909,469,6725.87991762161,303.9090909090909,144
Others,20711,A,572.4545454545454,468,12005.6000692844,572.4545454545454,145
Others,84270,A,2064.4545454545454,468,4776.62986183167,2064.4545454545454,145
Others,22353,A,270.7272727272727,468,7758.97980618477,270.7272727272727,145
Others,22055,A,296.2727272727272,467,5602.11999642849,296.2727272727272,148
Others,84692,A,931.9090909090909,467,4484.93987882137,931.9090909090909,148
Others,20676,A,462.1818181818181,463,6228.53988361359,462.1818181818181,150
Others,84988,A,334.1818181818181,463,5711.02013468742,334.1818181818181,150
Others,21218,A,237.7272727272727,456,9817.10002350807,237.7272727272727,152
Others,20750,A,159.1818181818181,455,12771.4297456741,159.1818181818181,153
Others,21314,A,558.9090909090909,451,12663.2998790741,558.9090909090909,154
Others,47590B,A,300.0909090909090,450,16692.4398856163,300.0909090909090,155
Others,21165,A,427.4545454545454,448,7374.52022171021,427.4545454545454,156
Others,21172,A,339.8181818181818,446,5362.47011828423,339.8181818181818,157
Others,22198,A,434.6363636363636,439,8237.67997026443,434.6363636363636,158
Others,22196,A,284.1818181818181,438,2834.2000656724,284.1818181818181,159
Others,22557,A,541.2500000000000,434,7016.24001836777,541.2500000000000,160
Others,21121,A,660.1818181818181,433,8869.5399107933,660.1818181818181,161
Others,48111,A,265.1818181818181,433,16912.0297336578,265.1818181818181,161
Others,21155,A,301.8181818181818,433,6576.04991054535,301.8181818181818,161
Others,20975,A,918.0000000000000,433,6530.87982869148,918.0000000000000,161
Others,22554,A,581.5000000000000,433,7684.92996537685,581.5000000000000,161
Others,22027,A,546.6363636363636,432,2561.93995890021,546.6363636363636,166
Others,22624,A,184.3333333333333,431,9460.88001823425,184.3333333333333,167
Others,21908,A,490.1818181818181,431,10285.3998682499,490.1818181818181,167
Others,22082,A,354.7272727272727,429,6329.84997475147,354.7272727272727,169
Others,21985,A,1456.3636363636363,429,6021.43993514776,1456.3636363636363,169
Others,22296,A,529.4545454545454,428,9516.98995625973,529.4545454545454,171
Others,21539,A,147.0000000000000,426,8108.70984363556,147.0000000000000,172
Others,21889,A,442.8181818181818,425,6348.83991765976,442.8181818181818,173
Others,47556B,A,225.0909090909090,425,7286.15006542206,225.0909090909090,173
Others,84987,A,415.8181818181818,424,6640.08017849922,415.8181818181818,175
Others,22487,A,94.8750000000000,424,7577.74988079071,94.8750000000000,175
Others,21122,A,567.1818181818181,419,7599.66992807388,567.1818181818181,177
Others,15036,A,1706.7272727272727,416,13149.4696811438,1706.7272727272727,178
Others,21498,A,1302.2727272727272,415,5796.49985805154,1302.2727272727272,179
Others,22558,A,681.5714285714285,415,5716.01988148689,681.5714285714285,179
Others,82552,A,345.5454545454545,413,4643.2499396801,345.5454545454545,181
Others,21974,A,417.0000000000000,411,6675.53014755249,417.0000000000000,182
Others,21094,A,901.9090909090909,411,7695.44000768662,901.9090909090909,182
Others,47568,A,264.8888888888888,410,4983.01989126205,264.8888888888888,184
Others,84077,A,3784.6363636363636,407,8546.60995782912,3784.6363636363636,185
Others,22413,A,298.7000000000000,406,7959.57005143166,298.7000000000000,186
Others,22271,A,224.0000000000000,406,7056.91005659103,224.0000000000000,186
Others,22173,A,194.6363636363636,406,6279.95003342628,194.6363636363636,186
Others,21078,A,398.0909090909090,406,3576.0100351572,398.0909090909090,186
Others,21239,A,370.7272727272727,405,3480.18009287119,370.7272727272727,190
Others,84050,A,549.2727272727272,404,8854.68996286392,549.2727272727272,191
Others,22617,A,219.1250000000000,404,8421.78977489471,219.1250000000000,191
Others,21240,A,346.0000000000000,403,3234.06008690596,346.0000000000000,193
Others,21154,A,327.2727272727272,401,4814.32992959023,327.2727272727272,194
Others,21900,A,433.0909090909090,400,3103.53988409042,433.0909090909090,195
Others,22273,A,206.6363636363636,399,6579.370033741,206.6363636363636,196
Others,22666,A,430.0000000000000,397,5131.60004138947,430.0000000000000,197
Others,22561,A,626.1250000000000,396,8198.0199649334,626.1250000000000,198
Others,21164,A,351.1818181818181,395,10474.8300085068,351.1818181818181,199
Others,82484,A,434.7142857142857,395,16527.6101446152,434.7142857142857,199
Others,22553,A,349.6250000000000,395,4588.27996659279,349.6250000000000,199
Others,21481,A,327.7272727272727,395,10261.6799557209,327.7272727272727,199
Others,84839,A,138.4545454545454,393,8747.05013751984,138.4545454545454,203
Others,71477,A,607.3636363636363,393,19253.2499933243,607.3636363636363,203
Others,22064,A,388.7272727272727,393,7047.93003165722,388.7272727272727,203
Others,21937,A,210.3636363636363,389,6912.11999607086,210.3636363636363,206
Others,82551,A,242.4545454545454,387,3453.96998286247,242.4545454545454,207
Others,22646,A,637.8333333333333,387,5558.81012868881,637.8333333333333,207
Others,22464,A,490.3750000000000,385,6640.50995790958,490.3750000000000,209
Others,48184,A,209.9090909090909,384,14203.1097192764,209.9090909090909,210
Others,22150,A,394.1818181818181,384,7719.74002456665,394.1818181818181,210
Others,22502,A,250.0000000000000,381,7390.73998069763,250.0000000000000,212
Others,22295,A,445.9090909090909,379,8040.60995018482,445.9090909090909,213
Others,84029G,A,210.6363636363636,379,8655.08013677597,210.6363636363636,213
Others,21870,A,352.4545454545454,378,4742.93992733955,352.4545454545454,215
Others,47559B,A,250.1818181818181,376,3425.24995565414,250.1818181818181,216
Others,85014A,A,301.1818181818181,374,14335.9097099304,301.1818181818181,217
Others,20677,A,349.0909090909090,374,4687.00990605354,349.0909090909090,217
Others,21673,A,492.6363636363636,373,6879.40987634659,492.6363636363636,219
Others,21672,A,531.1818181818181,373,7259.91986823082,531.1818181818181,219
Others,22607,A,164.2857142857142,371,9869.97000789642,164.2857142857142,221
Others,22073,A,147.3636363636363,371,6456.86003494263,147.3636363636363,221
Others,22507,A,223.1250000000000,371,8384.86978816986,223.1250000000000,221
Others,22212,A,186.3636363636363,369,4179.03985929489,186.3636363636363,224
Others,21912,A,147.8181818181818,365,6327.10003709793,147.8181818181818,225
Others,21086,A,759.5454545454545,365,5207.44978260994,759.5454545454545,225
Others,82578,B,304.0000000000000,365,1801.5900169611,304.0000000000000,225
Others,85066,A,97.2727272727272,363,13179.5299444199,97.2727272727272,228
Others,21918,A,621.7272727272727,362,2810.48996853828,621.7272727272727,229
Others,22195,A,247.9090909090909,361,4647.21997153759,247.9090909090909,230
Others,48188,A,240.1818181818181,361,15237.9397592545,240.1818181818181,230
Others,21888,A,138.3636363636363,361,5992.34002542496,138.3636363636363,230
Others,20974,A,442.9090909090909,361,3257.71989774704,442.9090909090909,230
Others,47566B,A,277.7272727272727,360,13013.1301455498,277.7272727272727,234
Others,21670,A,386.0000000000000,360,5580.41993093491,386.0000000000000,234
Others,84380,A,372.1818181818181,359,5179.83991599083,372.1818181818181,236
Others,22088,A,215.5454545454545,359,6995.94001197815,215.5454545454545,236
Others,22505,A,234.6250000000000,359,8972.33978748322,234.6250000000000,236
Others,21871,A,503.6363636363636,358,6306.68999266624,503.6363636363636,239
Others,22030,A,562.0909090909090,358,2530.77996945381,562.0909090909090,239
Others,21907,A,255.1000000000000,358,5324.49981784821,255.1000000000000,239
Others,79321,A,362.1818181818181,358,18924.3398752213,362.1818181818181,239
Others,22131,A,267.1818181818181,357,5455.09002661705,267.1818181818181,243
Others,22630,A,1016.5000000000000,354,7602.04007411003,1016.5000000000000,244
Others,21877,A,731.4545454545454,354,8296.6799697876,731.4545454545454,244
Others,22555,A,590.0000000000000,353,7522.52999329567,590.0000000000000,246
Others,21935,A,321.9090909090909,352,6422.8800330162,321.9090909090909,247
Others,21124,A,481.3636363636363,351,6460.70994448662,481.3636363636363,248
Others,22301,A,234.9090909090909,351,6556.47984290123,234.9090909090909,248
Others,21668,A,401.0909090909090,351,5810.34993624687,401.0909090909090,248
Others,22380,A,338.2000000000000,350,6829.11987006664,338.2000000000000,251
Others,79323W,A,300.4000000000000,349,18048.719622612,300.4000000000000,252
Others,71053,A,228.9090909090909,346,9345.56017398834,228.9090909090909,253
Others,22061,A,137.7272727272727,345,14156.6899328232,137.7272727272727,254
Others,21390,A,609.3636363636363,345,8277.22992610931,609.3636363636363,254
Others,21411,A,109.5454545454545,345,4931.46999835968,109.5454545454545,254
Others,22488,A,406.2500000000000,343,5470.01997590065,406.2500000000000,257
Others,21669,A,450.0000000000000,343,6242.24989509583,450.0000000000000,257
Others,79029,A,327.1111111111111,343,5473.82002568245,327.1111111111111,257
Others,22499,A,156.1111111111111,341,8488.65974922478,156.1111111111111,260
Others,22444,A,965.2500000000000,341,10023.8799564838,965.2500000000000,260
Others,22329,A,332.0000000000000,340,5379.55002236366,332.0000000000000,262
Others,22629,A,1062.0000000000000,340,7879.04008865356,1062.0000000000000,262
Others,20679,A,378.0909090909090,337,18399.3895730972,378.0909090909090,264
Others,85049E,A,258.0909090909090,337,3684.99997615814,258.0909090909090,264
Others,35961,A,721.7272727272727,335,6410.36019361019,721.7272727272727,266
Others,22188,A,426.4545454545454,335,13495.5299696922,426.4545454545454,266
Others,22508,A,134.8750000000000,334,4242.3600127697,134.8750000000000,268
Others,21901,A,355.9090909090909,334,2514.72990345955,355.9090909090909,268
Others,21385,A,597.9090909090909,332,5580.85015070438,597.9090909090909,270
Others,37448,A,276.5454545454545,332,4537.14001464844,276.5454545454545,270
Others,22084,A,310.2727272727272,331,9371.22000217438,310.2727272727272,272
Others,22625,A,143.0000000000000,331,7413.65000867844,143.0000000000000,272
Others,22151,A,1004.0909090909090,330,4639.69991722703,1004.0909090909090,274
Others,20675,A,280.5454545454545,330,3759.92993688583,280.5454545454545,274
Others,20749,A,102.1818181818181,329,8273.77983283997,102.1818181818181,276
Others,21891,A,305.0000000000000,328,4201.12995433807,305.0000000000000,277
Others,22584,A,320.8750000000000,328,6496.15983486176,320.8750000000000,277
Others,22227,A,311.7272727272727,328,2462.23991847038,311.7272727272727,277
Others,21484,A,165.6363636363636,327,6226.30008745193,165.6363636363636,280
Others,22467,A,408.0000000000000,326,7591.60975337029,408.0000000000000,281
Others,21380,A,199.4545454545454,326,6516.05006456375,199.4545454545454,281
Others,21216,A,145.4545454545454,326,7901.90987491608,145.4545454545454,281
Others,21509,B,412.7272727272727,325,1840.50998455286,412.7272727272727,284
Others,84949,A,518.3636363636363,325,9111.36005985737,518.3636363636363,284
Others,21114,A,355.1818181818181,325,4986.01998329163,355.1818181818181,284
Others,22333,A,426.5454545454545,324,7287.65008163452,426.5454545454545,287
Others,20979,A,342.2727272727272,323,4732.24995040894,342.2727272727272,288
Others,22910,A,2065.5000000000000,322,11547.3899953365,2065.5000000000000,289
Others,21260,A,198.0000000000000,321,7265.24004650116,198.0000000000000,290
Others,22605,A,143.8571428571428,321,11605.4298839569,143.8571428571428,290
Others,82582,A,261.9000000000000,320,5322.32986688614,261.9000000000000,292
Others,21671,A,434.8181818181818,318,5877.5898911953,434.8181818181818,293
Others,22236,A,71.3636363636363,318,9907.41995048523,71.3636363636363,293
Others,22358,A,187.9000000000000,318,5561.93000531197,187.9000000000000,293
Others,22327,A,176.0000000000000,318,5207.18002080917,176.0000000000000,293
Others,21242,A,324.5454545454545,317,5920.11017918587,324.5454545454545,297
Others,21777,A,84.8181818181818,317,7555.88981533051,84.8181818181818,297
Others,22274,A,195.2727272727272,315,5962.48001074791,195.2727272727272,299
Others,22080,A,216.7272727272727,315,3983.90996146202,216.7272727272727,299
Others,20828,A,260.1818181818181,314,6841.18979811668,260.1818181818181,301
Others,35004C,A,206.0000000000000,313,12368.9401507378,206.0000000000000,302
Others,22366,A,159.2000000000000,312,10081.4398293495,159.2000000000000,303
Others,21980,A,2117.0000000000000,312,6145.14994117618,2117.0000000000000,303
Others,20983,A,255.0909090909090,311,2461.34006226063,255.0909090909090,305
Others,22275,A,79.6363636363636,311,7338.98002815247,79.6363636363636,305
Others,20717,A,287.7272727272727,310,3853.4199347496,287.7272727272727,307
Others,72760B,A,100.9090909090909,309,10590.6297702789,100.9090909090909,308
Others,79067,A,119.1818181818181,308,5113.97002744675,119.1818181818181,309
Others,21915,A,1035.6363636363636,308,13058.7996165752,1035.6363636363636,309
Others,21506,A,503.8181818181818,308,2272.13998168707,503.8181818181818,309
Others,21892,A,286.0909090909090,308,4001.60995221138,286.0909090909090,309
Others,82599,A,159.0909090909090,308,3705.71989631653,159.0909090909090,309
Others,21259,A,83.7272727272727,307,5534.04984092712,83.7272727272727,314
Others,37449,A,173.6666666666666,307,14869.5299272537,173.6666666666666,314
Others,21844,A,296.4545454545454,306,9354.80999422073,296.4545454545454,316
Others,22072,A,127.8181818181818,306,5784.83003330231,127.8181818181818,316
Others,84832,A,285.4545454545454,305,2793.61006855965,285.4545454545454,318
Others,22456,A,315.6250000000000,305,11179.5499391556,315.6250000000000,318
Others,21186,A,398.9090909090909,305,7109.74005329609,398.9090909090909,318
Others,22570,A,213.5000000000000,304,6632.53005838394,213.5000000000000,321
Others,22645,A,414.8333333333333,304,4056.00008964539,414.8333333333333,321
Others,48129,A,188.4545454545454,304,12495.129776001,188.4545454545454,321
Others,22952,A,4684.5000000000000,304,4803.58001995087,4684.5000000000000,321
Others,35400,A,96.8181818181818,303,10165.4698228836,96.8181818181818,325
Others,22569,A,220.1250000000000,303,6607.06005239487,220.1250000000000,325
Others,21508,B,355.2727272727272,303,1629.8199826777,355.2727272727272,325
Others,22079,A,246.0909090909090,301,4443.26997792721,246.0909090909090,328
Others,21108,A,216.2727272727272,300,6386.18987250328,216.2727272727272,329
Others,22568,A,177.8750000000000,300,5343.45003843308,177.8750000000000,329
Others,21558,A,160.3636363636363,299,4456.08989095688,160.3636363636363,331
Others,22242,A,332.7272727272727,298,5846.40001904964,332.7272727272727,332
Others,48173C,A,198.8181818181818,298,12789.7797875404,198.8181818181818,332
Others,85049B,A,179.4545454545454,298,2465.81999063492,179.4545454545454,332
Others,84997A,A,218.3636363636363,298,8988.9100921154,218.3636363636363,332
Others,37370,A,356.7272727272727,296,6055.81978702545,356.7272727272727,336
Others,22300,A,219.1818181818181,294,6005.73985099792,219.1818181818181,337
Others,21899,A,335.1818181818181,294,2360.82990968227,335.1818181818181,337
Others,21911,A,212.9090909090909,293,3718.87994623184,212.9090909090909,339
Others,21989,A,545.5454545454545,293,4381.38999319077,545.5454545454545,339
Others,20682,A,151.0000000000000,292,5390.65999627113,151.0000000000000,341
Others,22245,A,285.2727272727272,292,2731.90007090569,285.2727272727272,341
Others,21507,B,410.0000000000000,292,1870.55997872353,410.0000000000000,341
Others,21258,A,60.4545454545454,292,9640.41994380951,60.4545454545454,341
Others,21136,A,416.7272727272727,292,7657.3802523613,416.7272727272727,341
Others,21544,A,349.3636363636363,291,3142.29003632069,349.3636363636363,346
Others,85042,A,244.0000000000000,291,12229.6097993851,244.0000000000000,346
Others,15060B,A,74.6363636363636,289,4101.17004776001,74.6363636363636,348
Others,22169,A,86.9090909090909,289,8130.04002380371,86.9090909090909,348
Others,21714,A,235.1818181818181,288,3112.96997404099,235.1818181818181,350
Others,22492,A,2459.5000000000000,288,9450.65972721577,2459.5000000000000,350
Others,21519,B,344.6363636363636,288,1648.12997716665,344.6363636363636,350
Others,22667,A,349.2500000000000,287,3962.75002884865,349.2500000000000,353
Others,21561,A,143.5454545454545,286,3898.57990169525,143.5454545454545,354
Others,21381,A,236.3636363636363,284,4402.16013026237,236.3636363636363,355
Others,22909,A,2634.5000000000000,283,4103.2600351572,2634.5000000000000,356
Others,22113,A,155.9090909090909,282,6172.68007564545,155.9090909090909,357
Others,21916,B,401.7272727272727,281,1887.38996136189,401.7272727272727,358
Others,21700,A,378.1818181818181,281,4090.94010937214,378.1818181818181,358
Others,85061W,A,355.5454545454545,281,3350.4000467062,355.5454545454545,358
Others,21407,A,80.6363636363636,281,3955.21000862122,80.6363636363636,358
Others,22489,A,901.8750000000000,280,2955.84996446967,901.8750000000000,362
Others,22303,A,238.2727272727272,278,6358.2798306942,238.2727272727272,363
Others,79000,A,647.3636363636363,278,5834.79000651836,647.3636363636363,363
Others,72351B,A,298.1818181818181,277,6391.34992074966,298.1818181818181,365
Others,21431,A,134.6363636363636,277,2508.0599796772,134.6363636363636,365
Others,21624,A,135.3636363636363,277,8881.3698682785,135.3636363636363,365
Others,22560,A,708.2500000000000,276,6691.78987455368,708.2500000000000,368
Others,22109,A,128.5454545454545,276,5662.98006868362,128.5454545454545,368
Others,22156,A,313.0909090909090,275,2978.55008125305,313.0909090909090,370
Others,21934,A,182.7272727272727,275,3426.17001497746,182.7272727272727,370
Others,21874,A,270.5454545454545,275,3562.47991323471,270.5454545454545,370
Others,21590,A,307.0909090909090,274,4053.77994918823,307.0909090909090,373
Others,22694,A,459.0000000000000,274,3807.41986942291,459.0000000000000,373
Others,22170,A,104.9090909090909,274,7611.37991142273,104.9090909090909,373
Others,21982,A,2077.2727272727272,274,7413.93996143341,2077.2727272727272,373
Others,21704,A,865.1818181818181,274,7305.6702555418,865.1818181818181,373
Others,22185,A,201.0909090909090,273,3637.62998712063,201.0909090909090,378
Others,18098c,A,98.9090909090909,271,3137.24001026154,98.9090909090909,379
Others,22659,A,391.2500000000000,271,5825.14003276825,391.2500000000000,379
Others,84880,A,116.5454545454545,270,7127.3197593689,116.5454545454545,381
Others,21756,A,91.7142857142857,270,3954.07988166809,91.7142857142857,381
